,Date,Hour,Gas+East,Gas+Ottawa,Oil+East,Solar+East,Water+East,Wind+East
2016-07-12 20:00,2016-07-12,21,376,75,1575,0,1769,31
2016-07-12 21:00,2016-07-12,22,376,75,1575,0,1769,35
2016-07-12 22:00,2016-07-12,23,376,75,1575,0,1769,46
2016-07-12 23:00,2016-07-12,24,376,75,1575,0,1769,89
2016-07-13 0:00,2016-07-13,1,376,75,1575,0,1769,105
2016-07-13 1:00,2016-07-13,2,376,75,1575,0,1769,127
2016-07-13 2:00,2016-07-13,3,376,75,1575,0,1769,140
2016-07-13 3:00,2016-07-13,4,376,75,1575,0,1769,144
2016-07-13 4:00,2016-07-13,5,376,75,1575,1,1769,134
2016-07-13 5:00,2016-07-13,6,376,75,1575,9,1769,70
2016-07-13 6:00,2016-07-13,7,376,75,1575,21,1769,63
2016-07-13 7:00,2016-07-13,8,376,75,1575,15,1769,100
2016-07-13 8:00,2016-07-13,9,376,75,1575,53,1769,34
2016-07-13 9:00,2016-07-13,10,376,75,1575,74,1769,34
2016-07-13 10:00,2016-07-13,11,376,75,1575,64,1769,34
2016-07-13 11:00,2016-07-13,12,376,75,1575,90,1769,90
2016-07-13 12:00,2016-07-13,13,376,65,1575,88,1769,107
2016-07-13 13:00,2016-07-13,14,376,65,1575,91,1769,102
2016-07-13 14:00,2016-07-13,15,376,65,1575,85,1713,95
2016-07-13 15:00,2016-07-13,16,376,65,1575,76,1713,77
2016-07-13 16:00,2016-07-13,17,376,65,1575,46,1713,81
2016-07-13 17:00,2016-07-13,18,376,65,1575,26,1713,84
2016-07-13 18:00,2016-07-13,19,376,65,1575,7,1713,59
2016-07-13 19:00,2016-07-13,20,376,65,1575,0,1713,59
2016-07-13 20:00,2016-07-13,21,376,65,1575,0,1713,118
2016-07-13 21:00,2016-07-13,22,376,65,1575,0,1713,133
2016-07-13 22:00,2016-07-13,23,376,65,1575,0,1713,140
2016-07-13 23:00,2016-07-13,24,376,65,1575,0,1713,145
2016-07-14 0:00,2016-07-14,1,376,75,1575,0,1769,130
2016-07-14 1:00,2016-07-14,2,376,75,1575,0,1769,151
2016-07-14 2:00,2016-07-14,3,376,75,1575,0,1769,154
2016-07-14 3:00,2016-07-14,4,376,75,1575,0,1769,137
2016-07-14 4:00,2016-07-14,5,376,75,1575,0,1769,126
2016-07-14 5:00,2016-07-14,6,376,75,1575,1,1769,94
2016-07-14 6:00,2016-07-14,7,376,75,1575,15,1769,106
2016-07-14 7:00,2016-07-14,8,376,75,1575,27,1769,109
2016-07-14 8:00,2016-07-14,9,326,75,1575,47,1769,103
2016-07-14 9:00,2016-07-14,10,326,75,1575,19,1769,129
2016-07-14 10:00,2016-07-14,11,326,75,1575,46,1769,135
2016-07-14 11:00,2016-07-14,12,326,75,1575,16,1847,144
2016-07-14 12:00,2016-07-14,13,326,75,1575,19,1847,130
2016-07-14 13:00,2016-07-14,14,326,75,1575,36,1865,152
2016-07-14 14:00,2016-07-14,15,326,75,1575,61,1865,154
2016-07-14 15:00,2016-07-14,16,326,75,1575,66,1865,172
2016-07-14 16:00,2016-07-14,17,326,75,1575,37,1865,176
2016-07-14 17:00,2016-07-14,18,326,75,1575,25,1865,178
2016-07-14 18:00,2016-07-14,19,326,75,1575,6,1865,163
2016-07-14 19:00,2016-07-14,20,326,75,1575,0,1865,162
2016-07-14 20:00,2016-07-14,21,326,75,1575,0,1865,156
2016-07-14 21:00,2016-07-14,22,326,75,1575,0,1865,137
2016-07-14 22:00,2016-07-14,23,326,75,1050,0,1865,131
2016-07-14 23:00,2016-07-14,24,326,75,1050,0,1865,126
2016-07-15 0:00,2016-07-15,1,376,75,1050,0,1865,88
2016-07-15 1:00,2016-07-15,2,376,75,1050,0,1865,89
2016-07-15 2:00,2016-07-15,3,376,75,1050,0,1865,65
2016-07-15 3:00,2016-07-15,4,376,75,1050,0,1865,67
2016-07-15 4:00,2016-07-15,5,376,75,1050,0,1865,48
2016-07-15 5:00,2016-07-15,6,376,75,1050,2,1865,25
2016-07-15 6:00,2016-07-15,7,376,75,1050,22,1865,26
2016-07-15 7:00,2016-07-15,8,376,75,1050,31,1865,23
2016-07-15 8:00,2016-07-15,9,376,75,1050,62,1860,28
2016-07-15 9:00,2016-07-15,10,376,75,1050,77,1860,40
2016-07-15 10:00,2016-07-15,11,376,75,1050,85,1860,54
2016-07-15 11:00,2016-07-15,12,376,75,1050,57,1860,81
2016-07-15 12:00,2016-07-15,13,376,75,1050,49,1860,103
2016-07-15 13:00,2016-07-15,14,376,75,1050,85,1860,91
2016-07-15 14:00,2016-07-15,15,376,75,1575,66,1860,99
2016-07-15 15:00,2016-07-15,16,376,75,1575,79,1860,121
2016-07-15 16:00,2016-07-15,17,376,75,1575,56,1881,91
2016-07-15 17:00,2016-07-15,18,376,75,1575,28,1881,91
2016-07-15 18:00,2016-07-15,19,376,75,1575,6,1881,64
2016-07-15 19:00,2016-07-15,20,376,75,1575,0,1881,42
2016-07-15 20:00,2016-07-15,21,376,75,1575,0,1881,32
2016-07-15 21:00,2016-07-15,22,376,75,1575,0,1881,30
2016-07-15 22:00,2016-07-15,23,376,75,1575,0,1881,35
2016-07-15 23:00,2016-07-15,24,376,75,1575,0,1881,32
2016-07-16 0:00,2016-07-16,1,376,75,1575,0,1881,36
2016-07-16 1:00,2016-07-16,2,376,75,1575,0,1881,40
2016-07-16 2:00,2016-07-16,3,376,75,1575,0,1881,15
2016-07-16 3:00,2016-07-16,4,376,75,1575,0,1881,4
2016-07-16 4:00,2016-07-16,5,376,75,1575,0,1881,2
2016-07-16 5:00,2016-07-16,6,376,75,1575,0,1881,1
2016-07-16 6:00,2016-07-16,7,376,75,1575,16,1881,1
2016-07-16 7:00,2016-07-16,8,376,75,1575,26,1881,0
2016-07-16 8:00,2016-07-16,9,376,75,1575,30,1881,0
2016-07-16 9:00,2016-07-16,10,376,75,1575,38,1881,2
2016-07-16 10:00,2016-07-16,11,376,75,1575,40,1881,12
2016-07-16 11:00,2016-07-16,12,376,75,1575,38,1881,15
2016-07-16 12:00,2016-07-16,13,376,75,1575,34,1881,14
2016-07-16 13:00,2016-07-16,14,376,75,1575,47,1881,12
2016-07-16 14:00,2016-07-16,15,376,75,1575,38,1881,11
2016-07-16 15:00,2016-07-16,16,376,75,1575,39,1881,9
2016-07-16 16:00,2016-07-16,17,376,75,1575,34,1881,8
2016-07-16 17:00,2016-07-16,18,376,75,1575,25,1881,7
2016-07-16 18:00,2016-07-16,19,376,75,1575,5,1881,5
2016-07-16 19:00,2016-07-16,20,376,75,1575,0,1881,2
2016-07-16 20:00,2016-07-16,21,376,75,1575,0,1881,6
2016-07-16 21:00,2016-07-16,22,376,75,1575,0,1881,12
2016-07-16 22:00,2016-07-16,23,376,75,1575,0,1881,14
2016-07-16 23:00,2016-07-16,24,376,75,1575,0,1881,14
2016-07-17 0:00,2016-07-17,1,376,75,1575,0,1881,15
2016-07-17 1:00,2016-07-17,2,376,75,1575,0,1881,12
2016-07-17 2:00,2016-07-17,3,376,75,1575,0,1881,9
2016-07-17 3:00,2016-07-17,4,376,75,1575,0,1881,11
2016-07-17 4:00,2016-07-17,5,376,75,1575,0,1881,10
2016-07-17 5:00,2016-07-17,6,376,75,1575,1,1881,11
2016-07-17 6:00,2016-07-17,7,376,75,1575,16,1881,10
2016-07-17 7:00,2016-07-17,8,376,75,1575,45,1881,4
2016-07-17 8:00,2016-07-17,9,376,75,1575,72,1881,1
2016-07-17 9:00,2016-07-17,10,376,75,1575,86,1881,3
2016-07-17 10:00,2016-07-17,11,376,75,1575,87,1881,16
2016-07-17 11:00,2016-07-17,12,376,75,1575,81,1881,26
2016-07-17 12:00,2016-07-17,13,376,75,1575,77,1881,35
2016-07-17 13:00,2016-07-17,14,376,75,1575,77,1881,64
2016-07-17 14:00,2016-07-17,15,376,75,1575,87,1881,60
2016-07-17 15:00,2016-07-17,16,376,75,1575,69,1881,49
2016-07-17 16:00,2016-07-17,17,376,75,1575,45,1881,35
2016-07-17 17:00,2016-07-17,18,376,75,1575,24,1881,47
2016-07-17 18:00,2016-07-17,19,376,75,1575,5,1881,36
2016-07-17 19:00,2016-07-17,20,376,75,1575,0,1881,31
2016-07-17 20:00,2016-07-17,21,376,75,1575,0,1881,29
2016-07-17 21:00,2016-07-17,22,376,75,1575,0,1881,38
2016-07-17 22:00,2016-07-17,23,376,75,1575,0,1881,59
2016-07-17 23:00,2016-07-17,24,376,75,1575,0,1881,125
2016-07-18 0:00,2016-07-18,1,376,75,1575,0,1881,168
2016-07-18 1:00,2016-07-18,2,376,75,1575,0,1881,178
2016-07-18 2:00,2016-07-18,3,376,75,1575,0,1881,169
2016-07-18 3:00,2016-07-18,4,376,75,1575,0,1881,151
2016-07-18 4:00,2016-07-18,5,376,75,1575,0,1881,125
2016-07-18 5:00,2016-07-18,6,376,75,1575,0,1881,106
2016-07-18 6:00,2016-07-18,7,376,75,1575,10,1809,105
2016-07-18 7:00,2016-07-18,8,376,75,1575,27,1809,149
2016-07-18 8:00,2016-07-18,9,376,75,1575,32,1831,186
2016-07-18 9:00,2016-07-18,10,376,75,1575,62,1831,172
2016-07-18 10:00,2016-07-18,11,376,75,1575,76,1831,173
2016-07-18 11:00,2016-07-18,12,376,75,1575,60,1831,146
2016-07-18 12:00,2016-07-18,13,376,75,1575,47,1831,117
2016-07-18 13:00,2016-07-18,14,376,75,1575,81,1831,116
2016-07-18 14:00,2016-07-18,15,376,75,1575,82,1831,117
2016-07-18 15:00,2016-07-18,16,376,75,1575,62,1831,118
2016-07-18 16:00,2016-07-18,17,376,75,1575,45,1831,121
2016-07-18 17:00,2016-07-18,18,376,75,1575,24,1831,119
2016-07-18 18:00,2016-07-18,19,376,75,1575,6,1831,110
2016-07-18 19:00,2016-07-18,20,376,75,1575,0,1696,76
2016-07-18 20:00,2016-07-18,21,376,75,1575,0,1696,60
2016-07-18 21:00,2016-07-18,22,376,75,1575,0,1696,64
2016-07-18 22:00,2016-07-18,23,376,75,1575,0,1696,54
2016-07-18 23:00,2016-07-18,24,376,75,1575,0,1696,49
2016-07-19 0:00,2016-07-19,1,376,75,1575,0,1831,45
2016-07-19 1:00,2016-07-19,2,376,75,1575,0,1831,42
2016-07-19 2:00,2016-07-19,3,376,75,1575,0,1831,30
2016-07-19 3:00,2016-07-19,4,376,75,1575,0,1831,15
2016-07-19 4:00,2016-07-19,5,376,75,1575,0,1831,11
2016-07-19 5:00,2016-07-19,6,376,75,1575,2,1831,9
2016-07-19 6:00,2016-07-19,7,376,75,1575,20,1831,8
2016-07-19 7:00,2016-07-19,8,376,75,1575,34,1831,4
2016-07-19 8:00,2016-07-19,9,376,75,1575,58,1790,8
2016-07-19 9:00,2016-07-19,10,376,75,1575,72,1790,10
2016-07-19 10:00,2016-07-19,11,376,75,1575,89,1790,12
2016-07-19 11:00,2016-07-19,12,376,75,1575,38,1790,18
2016-07-19 12:00,2016-07-19,13,376,75,1575,32,1831,18
2016-07-19 13:00,2016-07-19,14,376,75,1575,50,1831,14
2016-07-19 14:00,2016-07-19,15,376,75,1575,48,1831,23
2016-07-19 15:00,2016-07-19,16,376,75,1575,51,1831,26
2016-07-19 16:00,2016-07-19,17,376,75,1575,55,1831,24
2016-07-19 17:00,2016-07-19,18,376,75,1575,24,1831,25
2016-07-19 18:00,2016-07-19,19,376,75,1575,6,1831,20
2016-07-19 19:00,2016-07-19,20,376,75,1575,1,1831,27
2016-07-19 20:00,2016-07-19,21,376,75,1575,0,1831,24
2016-07-19 21:00,2016-07-19,22,376,75,1575,0,1831,20
2016-07-19 22:00,2016-07-19,23,376,75,1575,0,1831,14
2016-07-19 23:00,2016-07-19,24,376,75,1575,0,1831,10
2016-07-20 0:00,2016-07-20,1,376,75,1575,0,1831,13
2016-07-20 1:00,2016-07-20,2,376,75,1575,0,1831,13
2016-07-20 2:00,2016-07-20,3,376,75,1575,0,1831,13
2016-07-20 3:00,2016-07-20,4,376,75,1575,0,1831,16
2016-07-20 4:00,2016-07-20,5,376,75,1575,0,1831,18
2016-07-20 5:00,2016-07-20,6,376,75,1575,9,1831,18
2016-07-20 6:00,2016-07-20,7,376,75,1575,22,1831,13
2016-07-20 7:00,2016-07-20,8,376,75,1575,46,1831,12
2016-07-20 8:00,2016-07-20,9,376,75,1575,65,1831,7
2016-07-20 9:00,2016-07-20,10,376,75,1575,74,1790,8
2016-07-20 10:00,2016-07-20,11,376,75,1575,89,1790,17
2016-07-20 11:00,2016-07-20,12,376,75,1575,81,1790,21
2016-07-20 12:00,2016-07-20,13,376,75,1575,81,1790,36
2016-07-20 13:00,2016-07-20,14,376,75,1575,74,1790,45
2016-07-20 14:00,2016-07-20,15,376,75,1575,83,1831,44
2016-07-20 15:00,2016-07-20,16,376,75,1575,68,1831,45
2016-07-20 16:00,2016-07-20,17,376,75,1575,50,1831,43
2016-07-20 17:00,2016-07-20,18,376,75,1575,24,1831,47
2016-07-20 18:00,2016-07-20,19,376,75,1575,6,1831,45
2016-07-20 19:00,2016-07-20,20,376,75,1575,0,1831,38
2016-07-20 20:00,2016-07-20,21,376,75,1575,0,1831,41
2016-07-20 21:00,2016-07-20,22,376,75,1575,0,1831,46
2016-07-20 22:00,2016-07-20,23,376,75,1575,0,1831,50
2016-07-20 23:00,2016-07-20,24,376,75,1575,0,1831,52
2016-07-21 0:00,2016-07-21,1,376,75,1575,0,1831,63
2016-07-21 1:00,2016-07-21,2,376,75,1575,0,1831,51
2016-07-21 2:00,2016-07-21,3,376,75,1575,0,1831,55
2016-07-21 3:00,2016-07-21,4,376,75,1575,0,1831,49
2016-07-21 4:00,2016-07-21,5,376,75,1575,0,1831,47
2016-07-21 5:00,2016-07-21,6,376,75,1575,2,1813,45
2016-07-21 6:00,2016-07-21,7,376,75,1575,21,1702,47
2016-07-21 7:00,2016-07-21,8,376,75,1575,29,1720,47
2016-07-21 8:00,2016-07-21,9,376,75,1575,52,1720,48
2016-07-21 9:00,2016-07-21,10,376,75,1575,73,1720,60
2016-07-21 10:00,2016-07-21,11,376,75,1575,82,1720,40
2016-07-21 11:00,2016-07-21,12,376,75,1050,92,1720,41
2016-07-21 12:00,2016-07-21,13,376,75,1050,85,1774,46
2016-07-21 13:00,2016-07-21,14,376,75,1068,93,1792,104
2016-07-21 14:00,2016-07-21,15,376,75,1575,91,1903,81
2016-07-21 15:00,2016-07-21,16,376,75,1575,79,1903,111
2016-07-21 16:00,2016-07-21,17,376,75,1575,52,1903,98
2016-07-21 17:00,2016-07-21,18,376,75,1575,21,1903,92
2016-07-21 18:00,2016-07-21,19,376,75,1575,5,1903,90
2016-07-21 19:00,2016-07-21,20,376,75,1575,0,1903,69
2016-07-21 20:00,2016-07-21,21,376,75,1575,0,1903,95
2016-07-21 21:00,2016-07-21,22,376,75,1575,0,1903,115
2016-07-21 22:00,2016-07-21,23,376,75,1575,0,1903,134
2016-07-21 23:00,2016-07-21,24,376,75,1575,0,1903,73
2016-07-22 0:00,2016-07-22,1,376,75,1575,0,1796,98
2016-07-22 1:00,2016-07-22,2,376,75,1575,0,1796,92
2016-07-22 2:00,2016-07-22,3,376,75,1575,0,1796,66
2016-07-22 3:00,2016-07-22,4,376,75,1575,0,1796,104
2016-07-22 4:00,2016-07-22,5,376,75,1575,0,1796,85
2016-07-22 5:00,2016-07-22,6,376,75,1575,2,1796,82
2016-07-22 6:00,2016-07-22,7,376,75,1575,23,1796,73
2016-07-22 7:00,2016-07-22,8,376,75,1575,17,1796,77
2016-07-22 8:00,2016-07-22,9,376,75,1575,50,1796,21
2016-07-22 9:00,2016-07-22,10,376,75,1575,75,1796,21
2016-07-22 10:00,2016-07-22,11,376,65,1575,82,1796,25
2016-07-22 11:00,2016-07-22,12,376,65,1575,74,1796,79
2016-07-22 12:00,2016-07-22,13,376,65,1575,65,1796,29
2016-07-22 13:00,2016-07-22,14,376,65,1575,76,1796,29
2016-07-22 14:00,2016-07-22,15,376,65,1575,71,1796,130
2016-07-22 15:00,2016-07-22,16,376,65,1575,70,1796,131
2016-07-22 16:00,2016-07-22,17,376,65,525,54,1801,125
2016-07-22 17:00,2016-07-22,18,376,65,525,29,1801,124
2016-07-22 18:00,2016-07-22,19,376,65,525,6,1801,163
2016-07-22 19:00,2016-07-22,20,376,65,525,0,1622,144
2016-07-22 20:00,2016-07-22,21,376,65,525,0,1622,103
2016-07-22 21:00,2016-07-22,22,376,65,525,0,1622,97
2016-07-22 22:00,2016-07-22,23,376,75,525,0,1801,93
2016-07-22 23:00,2016-07-22,24,376,75,525,0,1801,60
2016-07-23 0:00,2016-07-23,1,376,75,525,0,1801,71
2016-07-23 1:00,2016-07-23,2,376,75,525,0,1801,63
2016-07-23 2:00,2016-07-23,3,376,75,525,0,1801,57
2016-07-23 3:00,2016-07-23,4,376,75,525,0,1801,41
2016-07-23 4:00,2016-07-23,5,376,75,525,0,1801,33
2016-07-23 5:00,2016-07-23,6,376,75,525,8,1801,27
2016-07-23 6:00,2016-07-23,7,376,75,525,21,1801,20
2016-07-23 7:00,2016-07-23,8,376,75,525,31,1801,12
2016-07-23 8:00,2016-07-23,9,376,75,525,44,1801,11
2016-07-23 9:00,2016-07-23,10,376,75,525,69,1801,10
2016-07-23 10:00,2016-07-23,11,376,75,525,88,1801,12
2016-07-23 11:00,2016-07-23,12,376,75,525,90,1801,18
2016-07-23 12:00,2016-07-23,13,376,75,525,85,1801,34
2016-07-23 13:00,2016-07-23,14,376,75,525,68,1801,42
2016-07-23 14:00,2016-07-23,15,376,75,525,67,1801,46
2016-07-23 15:00,2016-07-23,16,376,75,525,62,1801,49
2016-07-23 16:00,2016-07-23,17,376,75,525,54,1801,31
2016-07-23 17:00,2016-07-23,18,376,75,525,29,1801,20
2016-07-23 18:00,2016-07-23,19,376,75,525,6,1801,29
2016-07-23 19:00,2016-07-23,20,376,75,1050,0,1801,21
2016-07-23 20:00,2016-07-23,21,376,75,1050,0,1801,30
2016-07-23 21:00,2016-07-23,22,376,75,1050,0,1801,20
2016-07-23 22:00,2016-07-23,23,376,75,1050,0,1801,14
2016-07-23 23:00,2016-07-23,24,376,75,1050,0,1801,14
2016-07-24 0:00,2016-07-24,1,376,75,1050,0,1801,17
2016-07-24 1:00,2016-07-24,2,376,75,1050,0,1801,22
2016-07-24 2:00,2016-07-24,3,376,75,1050,0,1801,26
2016-07-24 3:00,2016-07-24,4,376,75,1050,0,1801,23
2016-07-24 4:00,2016-07-24,5,376,75,1050,0,1801,22
2016-07-24 5:00,2016-07-24,6,376,75,1050,2,1765,18
2016-07-24 6:00,2016-07-24,7,376,75,1050,21,1801,24
2016-07-24 7:00,2016-07-24,8,376,75,1050,29,1801,17
2016-07-24 8:00,2016-07-24,9,376,75,1050,35,1801,18
2016-07-24 9:00,2016-07-24,10,376,75,1050,79,1801,21
2016-07-24 10:00,2016-07-24,11,376,75,1050,63,1801,17
2016-07-24 11:00,2016-07-24,12,376,75,1050,68,1801,21
2016-07-24 12:00,2016-07-24,13,376,75,1050,84,1801,29
2016-07-24 13:00,2016-07-24,14,376,75,1050,92,1801,20
2016-07-24 14:00,2016-07-24,15,376,75,1050,90,1801,26
2016-07-24 15:00,2016-07-24,16,376,75,1050,69,1801,30
2016-07-24 16:00,2016-07-24,17,376,75,1050,57,1801,16
2016-07-24 17:00,2016-07-24,18,376,75,1050,18,1801,16
2016-07-24 18:00,2016-07-24,19,376,75,1050,6,1801,14
2016-07-24 19:00,2016-07-24,20,376,75,1050,0,1801,22
2016-07-24 20:00,2016-07-24,21,376,75,1050,0,1801,24
2016-07-24 21:00,2016-07-24,22,376,75,1050,0,1801,28
2016-07-24 22:00,2016-07-24,23,376,75,1050,0,1801,26
2016-07-24 23:00,2016-07-24,24,376,75,1050,0,1801,32
2016-07-25 0:00,2016-07-25,1,376,75,1050,0,1801,35
2016-07-25 1:00,2016-07-25,2,376,75,1050,0,1801,36
2016-07-25 2:00,2016-07-25,3,376,75,1050,0,1801,43
2016-07-25 3:00,2016-07-25,4,376,75,1050,0,1801,59
2016-07-25 4:00,2016-07-25,5,376,75,1050,0,1801,54
2016-07-25 5:00,2016-07-25,6,376,75,1050,1,1801,76
2016-07-25 6:00,2016-07-25,7,376,75,1050,19,1801,58
2016-07-25 7:00,2016-07-25,8,376,75,1050,20,1777,77
2016-07-25 8:00,2016-07-25,9,376,75,1050,48,1777,74
2016-07-25 9:00,2016-07-25,10,376,75,1050,13,1777,91
2016-07-25 10:00,2016-07-25,11,376,75,1050,12,1777,112
2016-07-25 11:00,2016-07-25,12,376,75,1050,22,1777,99
2016-07-25 12:00,2016-07-25,13,376,75,1050,27,1777,42
2016-07-25 13:00,2016-07-25,14,376,75,1050,45,1777,45
2016-07-25 14:00,2016-07-25,15,376,75,1050,7,1777,47
2016-07-25 15:00,2016-07-25,16,376,75,2100,32,1777,130
2016-07-25 16:00,2016-07-25,17,376,75,2100,47,1777,124
2016-07-25 17:00,2016-07-25,18,376,75,2100,27,1777,115
2016-07-25 18:00,2016-07-25,19,376,75,2100,6,1777,133
2016-07-25 19:00,2016-07-25,20,376,75,2100,0,1642,138
2016-07-25 20:00,2016-07-25,21,376,75,2100,0,1642,125
2016-07-25 21:00,2016-07-25,22,376,75,2100,0,1777,115
2016-07-25 22:00,2016-07-25,23,376,75,2100,0,1755,125
2016-07-25 23:00,2016-07-25,24,376,75,2100,0,1755,90
2016-07-26 0:00,2016-07-26,1,376,75,2100,0,1777,99
2016-07-26 1:00,2016-07-26,2,376,75,2100,0,1777,98
2016-07-26 2:00,2016-07-26,3,376,75,2100,0,1777,106
2016-07-26 3:00,2016-07-26,4,376,75,2100,0,1777,94
2016-07-26 4:00,2016-07-26,5,376,75,2100,0,1777,72
2016-07-26 5:00,2016-07-26,6,376,75,2100,7,1777,59
2016-07-26 6:00,2016-07-26,7,376,75,2100,22,1777,39
2016-07-26 7:00,2016-07-26,8,376,75,2100,22,1777,29
2016-07-26 8:00,2016-07-26,9,376,75,2100,52,1777,23
2016-07-26 9:00,2016-07-26,10,360,75,2100,76,1777,21
2016-07-26 10:00,2016-07-26,11,360,75,2100,89,1777,20
2016-07-26 11:00,2016-07-26,12,360,75,2100,79,1777,26
2016-07-26 12:00,2016-07-26,13,360,75,2100,73,1642,39
2016-07-26 13:00,2016-07-26,14,360,75,2100,72,1777,67
2016-07-26 14:00,2016-07-26,15,360,75,2100,72,1777,82
2016-07-26 15:00,2016-07-26,16,360,75,2100,64,1777,89
2016-07-26 16:00,2016-07-26,17,360,75,2100,44,1777,102
2016-07-26 17:00,2016-07-26,18,376,75,2100,28,1777,98
2016-07-26 18:00,2016-07-26,19,376,75,2100,6,1777,92
2016-07-26 19:00,2016-07-26,20,376,75,2100,0,1777,94
2016-07-26 20:00,2016-07-26,21,376,75,2100,0,1777,92
2016-07-26 21:00,2016-07-26,22,376,75,2100,0,1777,85
2016-07-26 22:00,2016-07-26,23,376,75,2100,0,1777,66
2016-07-26 23:00,2016-07-26,24,376,75,2100,0,1777,57
2016-07-27 0:00,2016-07-27,1,376,75,2100,0,1772,55
2016-07-27 1:00,2016-07-27,2,376,75,2100,0,1772,33
2016-07-27 2:00,2016-07-27,3,376,75,2100,0,1772,23
2016-07-27 3:00,2016-07-27,4,376,75,2100,0,1772,16
2016-07-27 4:00,2016-07-27,5,376,75,2100,0,1772,16
2016-07-27 5:00,2016-07-27,6,376,75,2100,0,1772,18
2016-07-27 6:00,2016-07-27,7,376,75,2100,14,1772,9
2016-07-27 7:00,2016-07-27,8,376,75,2100,42,1772,5
2016-07-27 8:00,2016-07-27,9,376,75,2100,68,1772,5
2016-07-27 9:00,2016-07-27,10,344,75,2100,88,1772,9
2016-07-27 10:00,2016-07-27,11,344,75,2100,93,1772,22
2016-07-27 11:00,2016-07-27,12,344,75,2100,87,1772,33
2016-07-27 12:00,2016-07-27,13,344,75,2100,91,1772,47
2016-07-27 13:00,2016-07-27,14,344,75,2100,89,1772,56
2016-07-27 14:00,2016-07-27,15,344,75,2100,85,1772,57
2016-07-27 15:00,2016-07-27,16,376,75,2100,70,1772,40
2016-07-27 16:00,2016-07-27,17,376,75,2100,43,1772,31
2016-07-27 17:00,2016-07-27,18,376,65,2100,13,1772,38
2016-07-27 18:00,2016-07-27,19,376,65,2100,4,1772,42
2016-07-27 19:00,2016-07-27,20,376,65,2100,0,1772,39
2016-07-27 20:00,2016-07-27,21,376,65,2100,0,1772,30
2016-07-27 21:00,2016-07-27,22,376,75,2100,0,1772,12
2016-07-27 22:00,2016-07-27,23,376,75,2100,0,1772,19
2016-07-27 23:00,2016-07-27,24,376,75,2100,0,1772,20
2016-07-28 0:00,2016-07-28,1,376,75,2100,0,1772,32
2016-07-28 1:00,2016-07-28,2,376,75,2100,0,1772,16
2016-07-28 2:00,2016-07-28,3,376,75,2100,0,1772,11
2016-07-28 3:00,2016-07-28,4,376,75,2100,0,1772,5
2016-07-28 4:00,2016-07-28,5,376,75,2100,0,1772,3
2016-07-28 5:00,2016-07-28,6,376,75,2100,0,1772,7
2016-07-28 6:00,2016-07-28,7,376,75,2100,7,1772,7
2016-07-28 7:00,2016-07-28,8,376,75,2100,27,1772,6
2016-07-28 8:00,2016-07-28,9,376,75,2100,52,1772,2
2016-07-28 9:00,2016-07-28,10,376,75,2100,51,1772,2
2016-07-28 10:00,2016-07-28,11,376,75,2100,79,1772,3
2016-07-28 11:00,2016-07-28,12,376,75,2100,72,1772,3
2016-07-28 12:00,2016-07-28,13,359,75,2100,63,1772,2
2016-07-28 13:00,2016-07-28,14,359,75,2100,69,1772,14
2016-07-28 14:00,2016-07-28,15,359,75,2100,60,1772,10
2016-07-28 15:00,2016-07-28,16,359,75,2100,43,1772,8
2016-07-28 16:00,2016-07-28,17,359,75,2100,21,1772,2
2016-07-28 17:00,2016-07-28,18,359,75,2100,12,1772,1
2016-07-28 18:00,2016-07-28,19,359,75,2100,4,1772,0
2016-07-28 19:00,2016-07-28,20,359,75,2100,0,1772,2
2016-07-28 20:00,2016-07-28,21,359,75,2100,0,1772,11
2016-07-28 21:00,2016-07-28,22,359,75,2100,0,1772,18
2016-07-28 22:00,2016-07-28,23,359,75,2100,0,1772,17
2016-07-28 23:00,2016-07-28,24,359,75,2100,0,1772,21
2016-07-29 0:00,2016-07-29,1,359,75,2100,0,1772,35
2016-07-29 1:00,2016-07-29,2,359,75,2100,0,1772,34
2016-07-29 2:00,2016-07-29,3,359,75,2100,0,1772,40
2016-07-29 3:00,2016-07-29,4,359,75,2100,0,1772,45
2016-07-29 4:00,2016-07-29,5,359,75,2100,0,1772,56
2016-07-29 5:00,2016-07-29,6,359,75,2100,1,1772,62
2016-07-29 6:00,2016-07-29,7,359,75,2100,20,1772,63
2016-07-29 7:00,2016-07-29,8,359,75,2100,27,1772,63
2016-07-29 8:00,2016-07-29,9,359,75,2100,58,1772,50
2016-07-29 9:00,2016-07-29,10,359,75,2100,76,1772,37
2016-07-29 10:00,2016-07-29,11,359,75,1050,50,1772,19
2016-07-29 11:00,2016-07-29,12,359,75,1050,54,1772,13
2016-07-29 12:00,2016-07-29,13,359,75,1050,15,1772,15
2016-07-29 13:00,2016-07-29,14,359,75,2100,47,1772,18
2016-07-29 14:00,2016-07-29,15,359,75,2100,55,1772,9
2016-07-29 15:00,2016-07-29,16,359,75,2100,41,1772,6
2016-07-29 16:00,2016-07-29,17,359,75,2100,29,1772,17
2016-07-29 17:00,2016-07-29,18,359,75,2100,26,1772,21
2016-07-29 18:00,2016-07-29,19,359,75,2100,6,1772,23
2016-07-29 19:00,2016-07-29,20,359,75,2100,0,1772,33
2016-07-29 20:00,2016-07-29,21,359,75,2100,0,1772,45
2016-07-29 21:00,2016-07-29,22,359,75,2100,0,1772,56
2016-07-29 22:00,2016-07-29,23,359,75,2100,0,1772,46
